Sentiment,Tweets,Cleaned_Tweets,Word_Count,Character_Count
1,"Getting ready for another day !!  Live, Laugh and Love   finally got over the weekend fiasco....",getting ready another day live laugh love finally got weekend fiasco,11,68
1,"@bielmenezes KKKKKKKKKKKKK THAT'S A FACT, BABY, THAT'S A FACT  tell him to make a viado twitter",kkkkkkkkkkkkk thats fact baby thats fact tell make viado twitter,10,64
0,still havent done any homeworks.. damn i feel lazy today ,still havent done homework damn feel lazy today,8,47
1,Gonna go get ready for my cousin's bday celeb. ,gon na go get ready cousin bday celeb,8,37
1,@dannywood As in &quot;back dat ass on up in here for some Full Service?&quot; ,quotback dat full servicequot,4,29
0,@142Staircases  skype is being dumb. I should head out. &lt;3 you and miss you. 3 weeks and ill be there IRL then im gonna hug crush you!!!,skype dumb head lt3 miss 3 week ill irl im gon na hug crush,14,59
1,@modius that sounds nice ,sound nice,2,10
1,Taking a break with a magazine ,taking break magazine,3,21
0,i have a bad feeling that the Cavs wont win tonite. ,bad feeling cavs wont win tonite,6,32
1,lol well i gtg now guys! l8r! cya at school peeps! ,lol well gtg guy l8r cya school peep,8,36
1,I &lt;3 when I get &lt;3 shapes in my latte ,lt3 get lt3 shape latte,5,23
0,@tylermunro No you're not.  But like 4 people unfollowed me since last night ,youre like 4 people unfollowed since last night,8,47
0,"oh no, those weren't allergies; I have a cold ",oh werent allergy cold,4,22
1,"@lindshammer It's all their fault anyway, I think they're coming around to this idea very slowly. I'll get it done eventually ",fault anyway think theyre coming around idea slowly ill get done eventually,12,75
1,I cannot wait for the @mileycyrus tour in december  best 21st birthday present ever!,wait tour december best 21st birthday present ever,8,50
0,"@Paul_Cornell iplayer works only in the UK, at least the videos ",iplayer work uk least video,5,27
1,happy 10.000th follower  (via @SWeeTKiTTie) wow was that me LOL,happy 10000th follower via wow wa lol,7,37
1,feeling just a bit tired ,feeling bit tired,3,17
1,just had a piece of mango tart from cova ,piece mango tart cova,4,21
1,its going to be an insanely drunken weekend  boo-yah!,going insanely drunken weekend booyah,5,37
1,Yo boiiiii follow us now ,yo boiiiii follow u,4,19
1,@Taigitsune Same here. Do you have any near you or are they a commute? I'm amazed at how many events and how widespread they are now ,near commute im amazed many event widespread,7,44
0,@cornellfinch mac mini?? I wish I had the $$$ to buy a mac. ,mac mini wish buy mac,5,21
1,@JessicaNaval shut up Biatch poppy moore said that ,shut biatch poppy moore said,5,28
1,"@TheRaeRae Aw, you shouldn't have moved your time for me! I will try and pop in for a while - thank you! ",aw shouldnt moved time try pop thank,7,36
1,"@PatsyMoore: That's beautiful, sis! ",thats beautiful si,3,18
1,Thanks Steve.....we're still new at this twitter thing  http://www.ecocleanmaidservice.com,thanks stevewere still new twitter thing,6,40
1,im reading @mileycyrus twitter  its fun. shes so interesting. watching NCIS,im reading twitter fun shes interesting watching ncis,8,53
0,Blown out! and it hurts sooooooo bad ,blown hurt sooooooo bad,4,23
1,"@DJFreshSA im so cummin 2 take ova the studio 2day, been waitin 4 Brady to come 4 like EVA! ",im cummin 2 take ovum studio 2day waitin 4 brady come 4 like eva,14,64
1,@aeroplaneblondi I fundraise for Cancer Research Uk..it is about that mostly. Think he has a few random questions for me too though. Fun! ,fundraise cancer research ukit mostly think ha random question though fun,11,73
1,@charmed502 Hey  Hows you?,hey hows,2,8
0,can i not go to work today? ,go work today,3,13
1,is spendingg time with ness ,spendingg time ness,3,19
1,"@wonkwannabe Then I'd wash again, using lestoil as your detergent. You'll have to wash a few times after it works, too, to get smell out. ",id wash using lestoil detergent youll wash time work get smell,11,62
0,Omg.. I just realized a year ago today in Georgia... I wish I could go bak 2 that day or just Georgia period ,omg realized year ago today georgia wish could go bak 2 day georgia period,14,74
1,"@mattgood hi Matt,Im from BC,living in Sydney Aus now for 6.5 yrs. listening some of ur songs and wanted to say hi - love ur work  miss it",hi mattim bcliving sydney au 65 yr listening ur song wanted say hi love ur work miss,17,84
0,planing blogg 10!                                mad that a vid got muted ,planing blogg 10 mad vid got muted,7,34
0,smh  no pic fer heddur!,smh pic fer heddur,4,18
1,@donnyyap I thought S King writes horror? &quot;Horror&quot; is not what comes to mind when I &quot;read&quot; this new book / turn the pages! ,thought king writes horror quothorrorquot come mind quotreadquot new book turn page,12,83
0,i think i flunked my statistics practical test. ,think flunked statistic practical test,5,38
0,@spicyspice I'll be up all night doing homework ,ill night homework,3,18
0,On ma way bak 4rm troy bar.... Wasn't impressed ,way bak 4rm troy bar wasnt impressed,7,36
0,Had a pretty good time on my trip - beginning and ending were the best.  Then had to come home ,pretty good time trip beginning ending best come home,9,53
1,"I love watching classic films, tonites: http://www.imdb.com/title/tt0034583/ good old American Classic ",love watching classic film tonites good old american classic,9,60
0,@DaMessiah88 so you never get to sleep-in. I guess on Sundays  I don't mind working Saturdays,never get sleepin guess sunday dont mind working saturday,9,57
0,Dropping my mum at the station   I'll miss u mum,dropping mum station ill miss u mum,7,35
1,"is at the bus stop, yay its nice out ",bus stop yay nice,4,17
1,Guided tour of the Tower of London! ,guided tour tower london,4,24
0,@socialitenyc I can't w8 to get it. I haven't seen it in stores tho  gotta get it online,cant w8 get havent seen store tho got ta get online,11,51
1,"Now THAT is what I call summery weather! 23 degrees, sun beating down. Shame all the kids missing out on this. (or is it?) bunking off! ",call summery weather 23 degree sun beating shame kid missing bunking,11,68
1,@TickleMeJoey YES AIR CONDITIONING!  i has to be ,yes air conditioning ha,4,23
0,And i need you now somehow (8) aai jesus acho q estou tendo recaidas ,need somehow 8 aai jesus acho q estou tendo recaidas,10,52
0,y is life so boring these days??   skool on mondaii!!! ,life boring day skool mondaii,5,29
1,@Ewand11 ye lol. But it was the tv series. Not the film ,ye lol wa tv series film,6,24
1,I will never get tired of seeing the matahorn from the freeway ,never get tired seeing matahorn freeway,6,39
1,"What a great day! Time with some family, an amazing voice studio party at my prof's home, and a finance study date with @allyson_marie! ",great day time family amazing voice studio party prof home finance study date,13,77
1,Being a Dad rocks supreme.  We just  played hide and seek.  Joshua would excitedly lift the sheetover my head.  So cool! ,dad rock supreme played hide seek joshua would excitedly lift sheetover head cool,13,81
1,Man! Short nite!  Lol. Good morn to all! ,man short nite lol good morn,6,28
0,Its too early ,early,1,5
0,I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!,im glad britney isnt crazy anymore wa one hell show im sad next upap cook county,16,80
0,"I want my husband to come home  But my parents are coming up tonight to help us move since I'm useless! Thanks, mom and dad!",want husband come home parent coming tonight help u move since im useless thanks mom dad,16,88
0,I got pushed in the pool....it felt good! Although they wouldnt give me back my flip flops  LOL STILL LOVE YOU &lt;3TYLER&lt;3,got pushed poolit felt good although wouldnt give back flip flop lol still love lt3tylerlt3,15,91
1,the snozberries tastes like snozberries! 7-11 has got this slurpee down ,snozberries taste like snozberries 711 ha got slurpee,8,53
1,I happened to pass wind right as a car horn went off outside. Honest-to-god thought I had begun emitting cartoon noises. MBA in 2 weeks. ,happened pas wind right car horn went outside honesttogod thought begun emitting cartoon noise mba 2 week,17,105
1,@delariqua @tiadalmade2 @heybuddy1 @sedityxbarbie I'm hella mad lol. I xpectd dat 4rm curry (@misskeribaby:  hi!!) but not @mijougly! :'o!,im hella mad lol xpectd dat 4rm curry hi,9,40
1,@inotherwords_c Hi  what will be on this new blog then?,hi new blog,3,11
0,@LeDisco I just started learning aber ich bin sehr beschÃ¤ftigt with schoolwork so I can't focus on it too much ,started learning aber ich bin sehr beschãftigt schoolwork cant focus much,11,73
0,so busy this week.. tiring ,busy week tiring,3,16
1,@catawu you have a true gift of encouragement. Thank you. ,true gift encouragement thank,4,29
0,"@teenagevows YEAH BECAUSE WE'RE TAKING THEM ON THE MAKEUP DAYS. AS IN I MISS THEM, I FAIL MY CLASS. ",yeah taking makeup day miss fail class,7,38
0,good morning..i woke up to my boo leavin me  wat im i goin to do for like 4 days??? im miss you already,good morningi woke boo leavin wat im goin like 4 day im miss already,14,68
1,@lilmay1989 and i will miss u ,miss u,2,6
0,@weddinggirl Your link isn't working ,link isnt working,3,17
0,@speightsphoto - you have nooo idea how suckful it is right now!  I would be in shorts tomorrow if not for a public presentation!  ,nooo idea suckful right would short tomorrow public presentation,9,64
1,@Thebeanboy23 Hey! It is Lewis From TiBB  I am following you XD Having a nice day then?,hey lewis tibb following xd nice day,7,36
1,@AskAJAnything haha ur to funny! Thanks I try! ,haha ur funny thanks try,5,24
1,has 4hrs til she gets 2 hangout with @supernatual34 yay i cant wait......... i miss ya ,ha 4hrs til get 2 hangout yay cant wait miss ya,11,47
1,"The 2 previous sweets were Kaguya movies, btw ",2 previous sweet kaguya movie btw,6,33
1,@FirstOutlook and good morning from your fans to you ,good morning fan,3,16
1,These past 30 hours couldn't have been better  praise God for his many blessings! ~Love Always~,past 30 hour couldnt better praise god many blessing love always,11,64
0,A long work day 2 come home 2 my car hit again...Maybe 2morrow will be a better day   About 2 get ready 4 bed...Night,long work day 2 come home 2 car hit againmaybe 2morrow better day 2 get ready 4 bednight,18,88
0,"@Never_less really, I guess I don't hate all of English just the research papers ",really guess dont hate english research paper,7,45
1,jessie i am going to sleep now babe i will catch up with u tomorrow hugs --good nite all ,jessie going sleep babe catch u tomorrow hug good nite,10,54
1,"Signing off for now, the plane is taking off soon ",signing plane taking soon,4,25
1,@problogger guess you've copied the earlier link (TIME's future of twitter) into this one (25 media ppl).. ,guess youve copied earlier link time future twitter one 25 medium ppl,12,69
0,Never has a 2pm finish looked so enjoyable. Pity I'm teetotal for another week ,never ha 2pm finish looked enjoyable pity im teetotal another week,11,66
1,@ACMcWhale. No way. I really can't stand her! Each to their own i suppose ,way really cant stand suppose,5,29
1,Emilia Bedilia left to go to the airport... I'm alone at work... I think I'll blast some tunes... Goodnight my fellow tweeters!! ,emilia bedilia left go airport im alone work think ill blast tune goodnight fellow tweeter,15,90
1,@twi_light My longsleeve has purple runic script on it? Does that count? ,longsleeve ha purple runic script doe count,7,43
0,Last lunch in Sydney for a while  http://twitpic.com/7ys3a,last lunch sydney,3,17
0,havent slept one bit. sore throat. achy. cough. fever. ,havent slept one bit sore throat achy cough fever,9,49
